ticket_id,opened_at,resolved_at,requester_id,assigned_group,category,subcategory,priority,channel,resolution_hours,sla_target_hours,sla_met,reopened,csat_score,first_contact_resolution
INC-30567,2026-07-01T19:00,2026-07-01T23:17,U0158,Security Operations,Printing,Queue,P4,Portal,4.3,72,Yes,No,3,Yes
INC-30568,2026-06-17T10:00,2026-06-19T02:18,U0065,Security Operations,Security,Malware Alert,P3,Phone,40.31,24,No,No,3,Yes
INC-30569,2026-03-03T08:00,2026-03-03T11:15,U0163,Service Desk,Cloud,EC2,P3,Phone,3.26,24,Yes,No,5,No
INC-30570,2026-03-27T04:00,2026-03-27T15:01,U0071,Cloud Operations,Endpoint,Windows Update,P2,Email,11.03,8,No,No,5,No
INC-30571,2026-07-14T13:00,2026-07-14T19:28,U0156,Service Desk,Security,Malware Alert,P2,Portal,6.48,8,Yes,No,5,No
INC-30572,2026-05-25T13:00,2026-05-26T06:48,U0168,Service Desk,Printing,Queue,P2,Portal,17.81,8,No,No,5,Yes
INC-30573,2026-04-14T19:00,2026-04-14T21:05,U0056,Security Operations,Network,Wi-Fi,P4,Email,2.09,72,Yes,No,5,Yes
INC-30574,2026-05-17T09:00,2026-05-17T13:59,U0005,Security Operations,Endpoint,Software Install,P4,Phone,4.99,72,Yes,No,5,No
INC-30575,2026-04-19T22:00,2026-04-20T01:15,U0017,Cloud Operations,Microsoft 365,Shared Mailbox,P3,Monitoring,3.26,24,Yes,No,4,Yes
INC-30576,2026-06-12T16:00,2026-06-12T18:12,U0039,Security Operations,Identity and Access,Access Request,P3,Email,2.21,24,Yes,No,4,Yes
INC-30577,2026-03-29T14:00,2026-03-30T02:00,U0089,Service Desk,Printing,Printer Offline,P2,Phone,12.01,8,No,No,4,Yes
INC-30578,2026-06-09T20:00,2026-06-10T06:55,U0145,Security Operations,Identity and Access,Access Request,P3,Portal,10.92,24,Yes,No,4,Yes
INC-30579,2026-06-17T20:00,2026-06-18T04:49,U0243,Service Desk,Network,VPN,P3,Monitoring,8.83,24,Yes,No,3,Yes
INC-30580,2026-03-03T07:00,2026-03-03T16:01,U0056,Security Operations,Endpoint,BitLocker,P4,Phone,9.02,72,Yes,No,5,Yes
INC-30581,2026-04-19T19:00,2026-04-19T23:54,U0074,Security Operations,Printing,Printer Offline,P3,Email,4.91,24,Yes,No,3,Yes
INC-30582,2026-04-25T08:00,2026-04-25T18:36,U0149,Security Operations,Security,Malware Alert,P4,Monitoring,10.61,72,Yes,No,3,Yes
INC-30583,2026-02-17T15:00,2026-02-17T21:02,U0146,Security Operations,Microsoft 365,Outlook,P3,Phone,6.05,24,Yes,Yes,5,No
INC-30584,2026-05-14T05:00,2026-05-14T09:05,U0224,Infrastructure,Network,DNS,P4,Monitoring,4.09,72,Yes,No,4,Yes
INC-30585,2026-04-11T08:00,2026-04-11T12:03,U0063,Security Operations,Microsoft 365,Teams,P4,Email,4.06,72,Yes,No,5,Yes
INC-30586,2026-04-24T09:00,2026-04-24T20:06,U0192,Service Desk,Endpoint,Windows Update,P3,Monitoring,11.1,24,Yes,No,3,No
INC-30587,2026-03-31T02:00,2026-03-31T15:21,U0212,Service Desk,Microsoft 365,OneDrive,P4,Monitoring,13.36,72,Yes,No,5,No
INC-30588,2026-05-05T08:00,2026-05-05T16:31,U0110,Service Desk,Printing,Printer Offline,P4,Email,8.52,72,Yes,No,5,No
INC-30589,2026-02-08T11:00,2026-02-08T21:19,U0063,Security Operations,Endpoint,Software Install,P3,Phone,10.33,24,Yes,No,5,Yes
INC-30590,2026-06-06T17:00,2026-06-07T06:30,U0177,Security Operations,Security,Malware Alert,P4,Monitoring,13.5,72,Yes,No,5,Yes
INC-30591,2026-01-13T12:00,2026-01-13T17:45,U0095,Cloud Operations,Endpoint,BitLocker,P2,Phone,5.76,8,Yes,No,4,Yes
INC-30592,2026-04-15T08:00,2026-04-15T18:37,U0207,Infrastructure,Security,Phishing,P4,Phone,10.63,72,Yes,No,4,Yes
INC-30593,2026-01-10T21:00,2026-01-11T02:43,U0223,Security Operations,Network,DHCP,P3,Email,5.72,24,Yes,No,5,Yes
INC-30594,2026-06-21T08:00,2026-06-21T08:58,U0166,Infrastructure,Server,Backup,P3,Email,0.98,24,Yes,No,5,Yes
INC-30595,2026-01-23T10:00,2026-01-23T15:14,U0156,Service Desk,Server,Service Down,P3,Phone,5.24,24,Yes,No,5,No
INC-30596,2026-01-05T11:00,2026-01-05T17:48,U0161,Service Desk,Network,Wi-Fi,P4,Portal,6.81,72,Yes,No,5,No
INC-30597,2026-07-03T21:00,2026-07-03T23:11,U0064,Infrastructure,Microsoft 365,OneDrive,P4,Email,2.18,72,Yes,No,5,No
INC-30598,2026-03-20T06:00,2026-03-20T08:40,U0188,Service Desk,Security,Phishing,P3,Phone,2.68,24,Yes,No,4,Yes
INC-30599,2026-07-18T17:00,2026-07-19T03:08,U0082,Service Desk,Security,Phishing,P3,Monitoring,10.15,24,Yes,No,3,Yes
INC-30600,2026-02-04T10:00,2026-02-04T13:09,U0185,Security Operations,Network,DNS,P3,Monitoring,3.15,24,Yes,No,4,No
INC-30601,2026-04-03T17:00,2026-04-03T22:19,U0073,Cloud Operations,Security,Malware Alert,P3,Email,5.33,24,Yes,No,5,Yes
INC-30602,2026-04-16T17:00,2026-04-17T05:13,U0002,Cloud Operations,Security,Conditional Access,P2,Monitoring,12.23,8,No,No,4,Yes
INC-30603,2026-05-28T19:00,2026-05-29T11:34,U0176,Infrastructure,Cloud,Azure VM,P2,Portal,16.58,8,No,No,4,Yes
INC-30604,2026-04-15T13:00,2026-04-15T20:16,U0238,Infrastructure,Server,Service Down,P4,Phone,7.28,72,Yes,No,5,No
INC-30605,2026-02-24T05:00,2026-02-24T13:30,U0153,Security Operations,Endpoint,BitLocker,P3,Email,8.5,24,Yes,No,5,No
INC-30606,2026-04-14T23:00,2026-04-15T04:51,U0191,Cloud Operations,Server,Backup,P2,Phone,5.86,8,Yes,No,5,No
INC-30607,2026-01-03T06:00,2026-01-03T11:51,U0036,Security Operations,Printing,Queue,P2,Portal,5.86,8,Yes,No,4,Yes
INC-30608,2026-03-29T16:00,2026-03-29T18:47,U0098,Cloud Operations,Cloud,Azure VM,P4,Email,2.8,72,Yes,No,5,No
INC-30609,2026-02-06T19:00,2026-02-07T00:18,U0185,Security Operations,Microsoft 365,Outlook,P3,Monitoring,5.3,24,Yes,No,5,Yes
INC-30610,2026-04-06T22:00,2026-04-07T01:25,U0138,Cloud Operations,Printing,Queue,P2,Phone,3.43,8,Yes,No,4,No
INC-30611,2026-01-26T14:00,2026-01-28T10:48,U0224,Infrastructure,Server,Patch Failure,P4,Email,44.81,72,Yes,No,5,Yes
INC-30612,2026-07-15T19:00,2026-07-17T01:25,U0036,Service Desk,Cloud,IAM,P3,Phone,30.42,24,No,No,5,No
INC-30613,2026-03-15T15:00,2026-03-15T19:42,U0051,Cloud Operations,Endpoint,BitLocker,P3,Portal,4.71,24,Yes,No,5,Yes
INC-30614,2026-05-16T14:00,2026-05-17T12:19,U0145,Security Operations,Security,Phishing,P4,Phone,22.32,72,Yes,No,5,Yes
INC-30615,2026-04-25T06:00,2026-04-25T23:39,U0205,Service Desk,Microsoft 365,Shared Mailbox,P4,Email,17.65,72,Yes,No,5,Yes
INC-30616,2026-04-05T20:00,2026-04-06T06:03,U0166,Cloud Operations,Security,Malware Alert,P3,Monitoring,10.06,24,Yes,No,5,Yes
INC-30617,2026-01-03T12:00,2026-01-03T16:24,U0067,Infrastructure,Printing,Driver,P1,Phone,4.41,4,No,No,5,Yes
INC-30618,2026-07-16T09:00,2026-07-17T00:41,U0049,Infrastructure,Server,Service Down,P4,Phone,15.7,72,Yes,No,3,Yes
INC-30619,2026-01-14T19:00,2026-01-15T14:29,U0081,Infrastructure,Endpoint,Software Install,P3,Email,19.49,24,Yes,No,5,No
INC-30620,2026-03-21T20:00,2026-03-22T03:23,U0198,Security Operations,Network,VPN,P4,Portal,7.4,72,Yes,No,5,No
INC-30621,2026-06-26T15:00,2026-06-27T04:13,U0082,Security Operations,Microsoft 365,Teams,P3,Email,13.23,24,Yes,No,5,Yes
INC-30622,2026-03-29T11:00,2026-03-29T13:59,U0108,Security Operations,Microsoft 365,Outlook,P4,Phone,2.99,72,Yes,No,4,No
INC-30623,2026-05-29T12:00,2026-05-30T05:07,U0208,Security Operations,Cloud,Storage,P3,Portal,17.13,24,Yes,No,4,No
INC-30624,2026-04-21T16:00,2026-04-21T19:53,U0033,Infrastructure,Identity and Access,MFA,P2,Monitoring,3.89,8,Yes,No,3,Yes
INC-30625,2026-03-13T22:00,2026-03-14T05:10,U0045,Infrastructure,Cloud,Azure VM,P3,Email,7.17,24,Yes,No,3,No
INC-30626,2026-01-11T13:00,2026-01-11T19:42,U0216,Cloud Operations,Security,Conditional Access,P3,Phone,6.7,24,Yes,Yes,3,Yes
INC-30627,2026-06-10T22:00,2026-06-11T01:46,U0139,Security Operations,Identity and Access,MFA,P4,Email,3.77,72,Yes,No,4,No
INC-30628,2026-02-01T18:00,2026-02-01T21:09,U0107,Security Operations,Printing,Printer Offline,P4,Portal,3.15,72,Yes,No,5,No
INC-30629,2026-03-30T00:00,2026-03-31T02:56,U0172,Service Desk,Endpoint,Windows Update,P3,Monitoring,26.95,24,No,No,5,Yes
INC-30630,2026-03-17T04:00,2026-03-17T06:07,U0191,Service Desk,Endpoint,Windows Update,P4,Phone,2.12,72,Yes,No,3,Yes
INC-30631,2026-03-27T21:00,2026-03-28T00:22,U0119,Cloud Operations,Endpoint,Software Install,P4,Phone,3.37,72,Yes,No,5,Yes
INC-30632,2026-01-13T00:00,2026-01-13T14:23,U0102,Cloud Operations,Printing,Printer Offline,P3,Monitoring,14.38,24,Yes,No,4,Yes
INC-30633,2026-07-17T08:00,2026-07-17T11:05,U0140,Security Operations,Printing,Printer Offline,P3,Phone,3.1,24,Yes,No,5,No
INC-30634,2026-04-26T10:00,2026-04-27T03:38,U0141,Security Operations,Endpoint,Slow Device,P3,Phone,17.65,24,Yes,No,4,Yes
INC-30635,2026-05-06T01:00,2026-05-06T05:16,U0029,Service Desk,Printing,Driver,P3,Phone,4.28,24,Yes,No,4,Yes
INC-30636,2026-05-30T05:00,2026-05-30T13:18,U0175,Infrastructure,Microsoft 365,Outlook,P4,Email,8.3,72,Yes,No,4,Yes
INC-30637,2026-02-22T03:00,2026-02-22T09:29,U0243,Infrastructure,Identity and Access,Account Lockout,P4,Email,6.49,72,Yes,No,4,Yes
INC-30638,2026-03-19T13:00,2026-03-20T11:34,U0052,Cloud Operations,Endpoint,Slow Device,P3,Monitoring,22.57,24,Yes,No,5,No
INC-30639,2026-06-12T23:00,2026-06-13T11:16,U0020,Cloud Operations,Security,Conditional Access,P3,Phone,12.27,24,Yes,No,5,Yes
INC-30640,2026-01-24T03:00,2026-01-24T06:20,U0042,Infrastructure,Identity and Access,Access Request,P4,Email,3.35,72,Yes,No,5,Yes
INC-30641,2026-03-27T04:00,2026-03-27T22:36,U0229,Security Operations,Server,Disk Capacity,P2,Email,18.61,8,No,No,4,Yes
INC-30642,2026-04-23T02:00,2026-04-23T10:38,U0198,Security Operations,Identity and Access,MFA,P3,Monitoring,8.63,24,Yes,No,3,Yes
INC-30643,2026-06-05T10:00,2026-06-05T16:10,U0011,Security Operations,Endpoint,BitLocker,P2,Portal,6.17,8,Yes,No,5,Yes
INC-30644,2026-06-16T15:00,2026-06-17T02:22,U0093,Infrastructure,Cloud,Storage,P3,Monitoring,11.38,24,Yes,No,5,Yes
INC-30645,2026-04-06T23:00,2026-04-07T09:41,U0171,Cloud Operations,Cloud,IAM,P4,Portal,10.69,72,Yes,Yes,5,No
INC-30646,2026-03-25T04:00,2026-03-25T11:16,U0200,Security Operations,Security,Conditional Access,P3,Monitoring,7.27,24,Yes,No,5,Yes
INC-30647,2026-02-07T03:00,2026-02-07T07:43,U0232,Security Operations,Microsoft 365,Shared Mailbox,P3,Portal,4.72,24,Yes,No,5,No
INC-30648,2026-07-16T00:00,2026-07-17T00:07,U0200,Security Operations,Identity and Access,Password Reset,P4,Email,24.13,72,Yes,No,3,Yes
INC-30649,2026-04-23T14:00,2026-04-23T21:16,U0117,Cloud Operations,Microsoft 365,OneDrive,P3,Phone,7.27,24,Yes,No,4,Yes
INC-30650,2026-01-17T15:00,2026-01-18T04:10,U0198,Cloud Operations,Server,Backup,P3,Phone,13.17,24,Yes,No,4,No
INC-30651,2026-01-31T16:00,2026-02-01T02:30,U0248,Infrastructure,Server,Patch Failure,P3,Phone,10.51,24,Yes,No,5,Yes
INC-30652,2026-05-19T22:00,2026-05-20T15:04,U0052,Cloud Operations,Server,Backup,P3,Phone,17.07,24,Yes,No,5,No
INC-30653,2026-02-24T16:00,2026-02-24T18:28,U0233,Cloud Operations,Endpoint,Software Install,P3,Monitoring,2.47,24,Yes,No,3,Yes
INC-30654,2026-02-01T05:00,2026-02-01T09:05,U0091,Security Operations,Printing,Printer Offline,P4,Monitoring,4.09,72,Yes,No,5,No
INC-30655,2026-04-11T15:00,2026-04-11T20:32,U0071,Service Desk,Microsoft 365,Shared Mailbox,P3,Email,5.55,24,Yes,No,4,Yes
INC-30656,2026-03-19T10:00,2026-03-20T05:54,U0107,Infrastructure,Security,Malware Alert,P3,Email,19.9,24,Yes,No,5,Yes
INC-30657,2026-07-16T18:00,2026-07-17T07:52,U0095,Cloud Operations,Printing,Printer Offline,P4,Phone,13.88,72,Yes,No,3,No
INC-30658,2026-02-16T05:00,2026-02-16T13:38,U0235,Security Operations,Server,Patch Failure,P4,Portal,8.64,72,Yes,No,5,Yes
INC-30659,2026-04-30T05:00,2026-04-30T14:01,U0159,Security Operations,Network,DHCP,P3,Monitoring,9.03,24,Yes,No,4,Yes
INC-30660,2026-06-03T09:00,2026-06-03T16:22,U0017,Cloud Operations,Identity and Access,Password Reset,P4,Phone,7.37,72,Yes,No,5,Yes
INC-30661,2026-06-17T20:00,2026-06-18T00:11,U0138,Cloud Operations,Printing,Queue,P4,Email,4.18,72,Yes,No,5,No
INC-30662,2026-02-19T13:00,2026-02-20T07:03,U0199,Service Desk,Server,Disk Capacity,P4,Monitoring,18.06,72,Yes,No,5,Yes
INC-30663,2026-03-03T13:00,2026-03-03T19:25,U0104,Security Operations,Endpoint,Windows Update,P2,Monitoring,6.43,8,Yes,No,4,No
INC-30664,2026-03-04T19:00,2026-03-04T22:56,U0065,Security Operations,Microsoft 365,Outlook,P3,Email,3.94,24,Yes,No,4,Yes
INC-30665,2026-01-29T04:00,2026-01-29T08:02,U0226,Service Desk,Server,Disk Capacity,P3,Phone,4.04,24,Yes,No,3,No
INC-30666,2026-06-30T22:00,2026-07-01T05:00,U0232,Cloud Operations,Identity and Access,Password Reset,P1,Email,7.01,4,No,No,5,Yes
INC-30667,2026-07-03T00:00,2026-07-03T04:00,U0046,Security Operations,Network,DNS,P4,Email,4.02,72,Yes,No,5,Yes
INC-30668,2026-01-14T13:00,2026-01-14T18:48,U0090,Infrastructure,Microsoft 365,Teams,P4,Portal,5.8,72,Yes,No,5,Yes
INC-30669,2026-04-26T11:00,2026-04-26T20:02,U0115,Service Desk,Security,Conditional Access,P4,Portal,9.03,72,Yes,No,4,Yes
INC-30670,2026-06-17T20:00,2026-06-18T22:57,U0216,Service Desk,Network,VPN,P4,Phone,26.96,72,Yes,No,5,Yes
INC-30671,2026-07-01T21:00,2026-07-02T07:33,U0035,Security Operations,Printing,Printer Offline,P4,Phone,10.56,72,Yes,No,5,Yes
INC-30672,2026-05-10T00:00,2026-05-10T08:01,U0124,Security Operations,Microsoft 365,OneDrive,P3,Monitoring,8.03,24,Yes,No,4,No
INC-30673,2026-01-20T03:00,2026-01-20T20:10,U0045,Cloud Operations,Identity and Access,Password Reset,P3,Portal,17.18,24,Yes,No,4,Yes
INC-30674,2026-05-01T09:00,2026-05-01T21:24,U0131,Infrastructure,Identity and Access,Account Lockout,P4,Portal,12.41,72,Yes,No,3,Yes
INC-30675,2026-03-05T17:00,2026-03-05T21:05,U0053,Service Desk,Network,VPN,P4,Monitoring,4.1,72,Yes,No,5,Yes
INC-30676,2026-04-10T11:00,2026-04-10T17:16,U0100,Infrastructure,Identity and Access,Account Lockout,P4,Monitoring,6.27,72,Yes,No,4,Yes
INC-30677,2026-03-30T11:00,2026-04-02T19:24,U0105,Service Desk,Printing,Queue,P4,Monitoring,80.4,72,No,No,4,No
INC-30678,2026-06-16T23:00,2026-06-17T09:41,U0179,Security Operations,Cloud,Azure VM,P3,Email,10.69,24,Yes,No,3,Yes
INC-30679,2026-06-17T02:00,2026-06-17T05:03,U0239,Security Operations,Microsoft 365,OneDrive,P3,Phone,3.06,24,Yes,No,5,Yes
INC-30680,2026-02-11T02:00,2026-02-11T11:23,U0033,Service Desk,Printing,Queue,P4,Monitoring,9.4,72,Yes,No,4,Yes
INC-30681,2026-05-13T19:00,2026-05-14T05:39,U0112,Cloud Operations,Endpoint,Windows Update,P2,Email,10.67,8,No,No,3,Yes
INC-30682,2026-06-22T05:00,2026-06-22T16:03,U0004,Infrastructure,Network,Wi-Fi,P4,Phone,11.05,72,Yes,No,4,Yes
INC-30683,2026-01-20T14:00,2026-01-21T16:07,U0058,Infrastructure,Printing,Driver,P3,Email,26.12,24,No,No,5,Yes
INC-30684,2026-05-31T16:00,2026-06-01T01:48,U0042,Infrastructure,Microsoft 365,OneDrive,P4,Portal,9.81,72,Yes,No,3,Yes
INC-30685,2026-07-02T16:00,2026-07-02T22:43,U0027,Infrastructure,Identity and Access,Password Reset,P3,Monitoring,6.72,24,Yes,Yes,3,No
INC-30686,2026-07-13T20:00,2026-07-14T04:40,U0211,Security Operations,Microsoft 365,Shared Mailbox,P4,Phone,8.67,72,Yes,No,5,Yes
INC-30687,2026-03-23T10:00,2026-03-23T13:58,U0040,Security Operations,Security,Conditional Access,P3,Phone,3.98,24,Yes,No,4,Yes
INC-30688,2026-03-01T20:00,2026-03-02T13:46,U0006,Security Operations,Printing,Queue,P4,Email,17.77,72,Yes,No,5,No
INC-30689,2026-07-05T03:00,2026-07-05T05:14,U0054,Security Operations,Network,DHCP,P4,Monitoring,2.24,72,Yes,No,5,Yes
INC-30690,2026-05-13T22:00,2026-05-14T03:37,U0186,Infrastructure,Security,Phishing,P3,Email,5.63,24,Yes,No,5,Yes
INC-30691,2026-05-05T09:00,2026-05-05T23:29,U0165,Cloud Operations,Security,Phishing,P3,Monitoring,14.5,24,Yes,No,3,Yes
INC-30692,2026-06-04T17:00,2026-06-05T00:05,U0087,Infrastructure,Cloud,Storage,P4,Monitoring,7.09,72,Yes,No,5,Yes
INC-30693,2026-03-12T19:00,2026-03-13T17:21,U0165,Security Operations,Printing,Driver,P3,Email,22.36,24,Yes,No,4,Yes
INC-30694,2026-02-14T21:00,2026-02-16T07:22,U0189,Service Desk,Security,Conditional Access,P3,Portal,34.37,24,No,No,3,Yes
INC-30695,2026-01-19T08:00,2026-01-19T13:12,U0055,Cloud Operations,Server,Disk Capacity,P4,Phone,5.21,72,Yes,No,4,Yes
INC-30696,2026-06-02T18:00,2026-06-02T22:28,U0206,Infrastructure,Security,Phishing,P3,Email,4.48,24,Yes,No,5,No
INC-30697,2026-05-21T04:00,2026-05-21T18:10,U0072,Infrastructure,Endpoint,Slow Device,P3,Email,14.18,24,Yes,No,3,No
INC-30698,2026-02-16T14:00,2026-02-16T21:11,U0151,Cloud Operations,Printing,Queue,P3,Email,7.19,24,Yes,No,3,No
INC-30699,2026-07-13T19:00,2026-07-14T00:20,U0039,Service Desk,Server,Service Down,P4,Phone,5.34,72,Yes,No,3,Yes
INC-30700,2026-06-19T04:00,2026-06-19T10:28,U0132,Cloud Operations,Identity and Access,Password Reset,P3,Monitoring,6.47,24,Yes,No,4,Yes
INC-30701,2026-03-23T20:00,2026-03-24T10:45,U0086,Service Desk,Cloud,Azure VM,P3,Portal,14.76,24,Yes,No,3,Yes
INC-30702,2026-03-10T11:00,2026-03-10T22:57,U0206,Security Operations,Security,Malware Alert,P3,Phone,11.96,24,Yes,No,4,No
INC-30703,2026-07-08T21:00,2026-07-09T08:10,U0131,Service Desk,Network,VPN,P3,Email,11.18,24,Yes,No,3,Yes
INC-30704,2026-03-02T18:00,2026-03-03T03:13,U0023,Service Desk,Server,Disk Capacity,P2,Portal,9.22,8,No,No,4,No
INC-30705,2026-01-25T08:00,2026-01-25T18:30,U0171,Service Desk,Endpoint,Slow Device,P3,Portal,10.51,24,Yes,No,4,No
INC-30706,2026-01-29T00:00,2026-01-29T13:19,U0013,Service Desk,Endpoint,Windows Update,P2,Phone,13.32,8,No,No,4,Yes
INC-30707,2026-03-09T16:00,2026-03-09T20:37,U0174,Service Desk,Security,Malware Alert,P3,Email,4.63,24,Yes,No,3,Yes
INC-30708,2026-03-09T19:00,2026-03-12T06:12,U0180,Service Desk,Cloud,EC2,P2,Email,59.21,8,No,No,4,No
INC-30709,2026-03-20T01:00,2026-03-20T16:06,U0106,Cloud Operations,Endpoint,Software Install,P3,Monitoring,15.1,24,Yes,No,4,No
INC-30710,2026-07-01T10:00,2026-07-02T04:15,U0194,Infrastructure,Identity and Access,Password Reset,P4,Portal,18.26,72,Yes,No,4,No
INC-30711,2026-01-21T22:00,2026-01-23T01:04,U0004,Service Desk,Printing,Queue,P2,Phone,27.07,8,No,No,5,Yes
INC-30712,2026-01-23T19:00,2026-01-24T00:40,U0208,Security Operations,Cloud,IAM,P4,Monitoring,5.68,72,Yes,No,5,Yes
INC-30713,2026-03-07T06:00,2026-03-07T09:17,U0120,Security Operations,Network,Wi-Fi,P3,Monitoring,3.29,24,Yes,No,5,Yes
INC-30714,2026-02-18T19:00,2026-02-19T05:50,U0004,Security Operations,Printing,Driver,P3,Email,10.84,24,Yes,No,4,Yes
INC-30715,2026-01-06T22:00,2026-01-07T03:39,U0128,Security Operations,Printing,Printer Offline,P3,Phone,5.66,24,Yes,No,5,Yes
INC-30716,2026-03-07T04:00,2026-03-07T12:09,U0219,Infrastructure,Security,Malware Alert,P3,Portal,8.15,24,Yes,No,3,Yes
INC-30717,2026-04-21T16:00,2026-04-21T19:07,U0127,Infrastructure,Security,Malware Alert,P3,Monitoring,3.13,24,Yes,Yes,4,Yes
INC-30718,2026-04-26T21:00,2026-04-27T04:21,U0034,Cloud Operations,Cloud,IAM,P4,Phone,7.36,72,Yes,No,4,Yes
INC-30719,2026-06-11T23:00,2026-06-12T05:32,U0242,Cloud Operations,Microsoft 365,Teams,P1,Phone,6.54,4,No,No,5,No
INC-30720,2026-07-09T18:00,2026-07-10T00:14,U0033,Cloud Operations,Server,Service Down,P3,Email,6.24,24,Yes,No,4,Yes
INC-30721,2026-06-10T16:00,2026-06-11T10:05,U0038,Cloud Operations,Identity and Access,Password Reset,P3,Monitoring,18.09,24,Yes,No,5,Yes
INC-30722,2026-06-03T18:00,2026-06-04T07:42,U0037,Cloud Operations,Printing,Printer Offline,P4,Monitoring,13.71,72,Yes,No,5,Yes
INC-30723,2026-05-02T21:00,2026-05-03T04:56,U0227,Infrastructure,Security,Conditional Access,P3,Email,7.94,24,Yes,No,5,Yes
INC-30724,2026-04-12T05:00,2026-04-12T07:08,U0109,Service Desk,Identity and Access,Account Lockout,P4,Phone,2.14,72,Yes,No,4,Yes
INC-30725,2026-05-25T04:00,2026-05-25T11:18,U0041,Security Operations,Microsoft 365,OneDrive,P3,Portal,7.31,24,Yes,No,5,Yes
INC-30726,2026-06-05T01:00,2026-06-05T10:05,U0081,Security Operations,Cloud,EC2,P3,Monitoring,9.09,24,Yes,No,5,Yes
INC-30727,2026-01-13T02:00,2026-01-13T10:37,U0183,Infrastructure,Cloud,Storage,P3,Portal,8.62,24,Yes,No,4,Yes
INC-30728,2026-06-28T18:00,2026-06-28T20:02,U0249,Cloud Operations,Endpoint,BitLocker,P4,Portal,2.03,72,Yes,No,3,Yes
INC-30729,2026-07-06T09:00,2026-07-06T20:02,U0040,Service Desk,Identity and Access,MFA,P3,Monitoring,11.05,24,Yes,No,4,Yes
INC-30730,2026-01-20T14:00,2026-01-21T04:26,U0011,Service Desk,Identity and Access,MFA,P2,Email,14.43,8,No,No,4,Yes
INC-30731,2026-04-21T13:00,2026-04-22T05:00,U0172,Security Operations,Printing,Driver,P4,Portal,16.0,72,Yes,No,5,Yes
INC-30732,2026-03-20T16:00,2026-03-21T07:11,U0095,Infrastructure,Security,Malware Alert,P1,Email,15.19,4,No,No,3,No
INC-30733,2026-04-07T09:00,2026-04-07T17:18,U0052,Cloud Operations,Cloud,IAM,P3,Email,8.3,24,Yes,No,4,Yes
INC-30734,2026-04-08T17:00,2026-04-09T04:57,U0132,Security Operations,Security,Phishing,P2,Email,11.96,8,No,No,5,No
INC-30735,2026-03-12T12:00,2026-03-13T00:35,U0177,Infrastructure,Network,Wi-Fi,P4,Phone,12.58,72,Yes,No,5,Yes
INC-30736,2026-07-13T19:00,2026-07-14T01:35,U0101,Infrastructure,Cloud,Storage,P3,Monitoring,6.6,24,Yes,No,4,No
INC-30737,2026-03-27T03:00,2026-03-28T02:54,U0243,Cloud Operations,Microsoft 365,Outlook,P3,Phone,23.91,24,Yes,No,5,Yes
INC-30738,2026-02-24T18:00,2026-02-24T23:11,U0109,Cloud Operations,Microsoft 365,Outlook,P2,Phone,5.19,8,Yes,No,3,Yes
INC-30739,2026-01-13T06:00,2026-01-14T03:55,U0008,Security Operations,Microsoft 365,Teams,P3,Portal,21.93,24,Yes,No,5,Yes
INC-30740,2026-07-18T05:00,2026-07-18T18:29,U0188,Infrastructure,Cloud,Azure VM,P3,Portal,13.49,24,Yes,No,5,Yes
INC-30741,2026-06-20T02:00,2026-06-20T11:03,U0017,Cloud Operations,Printing,Driver,P4,Phone,9.05,72,Yes,No,4,No
INC-30742,2026-01-09T15:00,2026-01-09T17:14,U0208,Service Desk,Cloud,EC2,P4,Monitoring,2.24,72,Yes,No,5,Yes
INC-30743,2026-03-21T08:00,2026-03-21T11:32,U0211,Security Operations,Identity and Access,MFA,P3,Phone,3.54,24,Yes,No,4,No
INC-30744,2026-07-04T21:00,2026-07-05T08:02,U0149,Security Operations,Endpoint,BitLocker,P3,Monitoring,11.05,24,Yes,No,4,Yes
INC-30745,2026-06-19T03:00,2026-06-19T09:32,U0227,Infrastructure,Printing,Queue,P3,Phone,6.55,24,Yes,No,5,No
INC-30746,2026-02-26T09:00,2026-02-26T13:04,U0162,Infrastructure,Identity and Access,MFA,P3,Email,4.08,24,Yes,No,5,Yes
INC-30747,2026-05-24T08:00,2026-05-24T17:11,U0148,Service Desk,Microsoft 365,OneDrive,P4,Email,9.19,72,Yes,No,5,Yes
INC-30748,2026-04-25T15:00,2026-04-27T02:28,U0141,Security Operations,Security,Conditional Access,P2,Monitoring,35.48,8,No,No,4,No
INC-30749,2026-02-06T15:00,2026-02-06T20:41,U0230,Infrastructure,Network,VPN,P3,Portal,5.7,24,Yes,No,3,Yes
INC-30750,2026-04-15T23:00,2026-04-16T04:55,U0164,Service Desk,Network,DNS,P4,Portal,5.93,72,Yes,Yes,4,Yes
INC-30751,2026-03-05T17:00,2026-03-06T00:37,U0242,Cloud Operations,Microsoft 365,Shared Mailbox,P2,Portal,7.62,8,Yes,No,4,Yes
INC-30752,2026-05-09T07:00,2026-05-11T14:00,U0163,Service Desk,Network,DHCP,P3,Portal,55.01,24,No,No,4,Yes
INC-30753,2026-06-11T23:00,2026-06-12T13:53,U0151,Cloud Operations,Printing,Driver,P4,Monitoring,14.9,72,Yes,No,5,Yes
INC-30754,2026-06-16T17:00,2026-06-17T01:40,U0186,Service Desk,Microsoft 365,Shared Mailbox,P3,Monitoring,8.68,24,Yes,No,4,Yes
